trading_date,signal_date,sector,sentiment,covered_tickers,sector_tickers,coverage_rate,headline_count,headline_hhi,normalised_concentration,reliability,neutral_tickers,neutral_share_covered,missing_ticker_treatment
2020-01-06,2020-01-07,Financials,0.284306,5,5,1.0,12,0.26388888888888895,0.07986111111111117,0.9201388888888888,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-06,2020-01-07,Healthcare,0.32718,5,5,1.0,12,0.2638888888888889,0.0798611111111111,0.9201388888888888,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-06,2020-01-07,Industrials,0.0735287037037037,3,5,0.6,14,0.5000000000000001,0.25000000000000017,0.44999999999999984,1,0.3333333333333333,drop_from_daily_mean_and_report_coverage
2020-01-06,2020-01-07,Materials,-0.069765,4,5,0.8,9,0.3827160493827161,0.17695473251028812,0.6584362139917695,2,0.5,drop_from_daily_mean_and_report_coverage
2020-01-06,2020-01-07,RealEstate,0.148,3,5,0.6,4,0.375,0.06250000000000001,0.5625,1,0.3333333333333333,drop_from_daily_mean_and_report_coverage
2020-01-06,2020-01-07,Tech,-0.013116666666666665,5,5,1.0,13,0.30177514792899407,0.12721893491124256,0.8727810650887574,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-06,2020-01-07,Utilities,0.011312500000000003,4,5,0.8,6,0.2777777777777778,0.037037037037037056,0.7703703703703704,2,0.5,drop_from_daily_mean_and_report_coverage
2020-01-07,2020-01-08,Comm,0.29263333333333336,3,5,0.6,5,0.44,0.16,0.504,2,0.6666666666666666,drop_from_daily_mean_and_report_coverage
2020-01-07,2020-01-08,Consumer,0.1472385,5,5,1.0,22,0.25206611570247933,0.06508264462809915,0.9349173553719008,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-07,2020-01-08,Energy,0.07934999999999999,3,5,0.6,12,0.375,0.06250000000000001,0.5625,1,0.3333333333333333,drop_from_daily_mean_and_report_coverage
2020-01-07,2020-01-08,Financials,0.140525,4,5,0.8,11,0.35537190082644626,0.14049586776859502,0.6876033057851241,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-07,2020-01-08,Healthcare,0.10863733333333334,5,5,1.0,15,0.2711111111111111,0.08888888888888884,0.9111111111111112,2,0.4,drop_from_daily_mean_and_report_coverage
2020-01-07,2020-01-08,Industrials,0.030057142857142855,4,5,0.8,13,0.39644970414201175,0.195266272189349,0.6437869822485208,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-07,2020-01-08,Materials,0.12726666666666667,3,5,0.6,3,0.3333333333333333,0.0,0.6,2,0.6666666666666666,drop_from_daily_mean_and_report_coverage
2020-01-07,2020-01-08,RealEstate,0.0,2,5,0.4,2,0.5,0.0,0.4,2,1.0,drop_from_daily_mean_and_report_coverage
2020-01-07,2020-01-08,Tech,0.00910267857142857,4,5,0.8,21,0.3151927437641723,0.0869236583522297,0.7304610733182163,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-07,2020-01-08,Utilities,0.6369,1,5,0.2,1,1.0,1.0,0.0,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-08,2020-01-09,Comm,0.1929775,4,5,0.8,20,0.33999999999999997,0.11999999999999995,0.7040000000000001,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-08,2020-01-09,Consumer,0.0717625,4,5,0.8,16,0.3515625,0.13541666666666666,0.6916666666666668,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-08,2020-01-09,Energy,-0.018874999999999986,5,5,1.0,17,0.23875432525951557,0.04844290657439444,0.9515570934256056,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-08,2020-01-09,Financials,0.4676833333333333,3,5,0.6,4,0.375,0.06250000000000001,0.5625,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-08,2020-01-09,Healthcare,0.25715185185185185,3,5,0.6,13,0.5384615384615384,0.30769230769230765,0.41538461538461535,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-08,2020-01-09,Industrials,0.02034285714285714,3,5,0.6,12,0.43055555555555564,0.14583333333333345,0.5124999999999998,2,0.6666666666666666,drop_from_daily_mean_and_report_coverage
2020-01-08,2020-01-09,Materials,-0.09959999999999998,2,5,0.4,6,0.5555555555555556,0.11111111111111116,0.35555555555555557,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-08,2020-01-09,RealEstate,-0.10079999999999999,2,5,0.4,3,0.5555555555555556,0.11111111111111116,0.35555555555555557,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-08,2020-01-09,Tech,0.087443125,4,5,0.8,22,0.3553719008264462,0.14049586776859493,0.6876033057851241,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-08,2020-01-09,Utilities,0.27973333333333333,3,5,0.6,3,0.3333333333333333,0.0,0.6,1,0.3333333333333333,drop_from_daily_mean_and_report_coverage
2020-01-09,2020-01-10,Comm,0.16018,5,5,1.0,6,0.22222222222222227,0.027777777777777818,0.9722222222222222,3,0.6,drop_from_daily_mean_and_report_coverage
2020-01-09,2020-01-10,Consumer,0.2834562698412698,5,5,1.0,25,0.2544,0.068,0.9319999999999999,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-09,2020-01-10,Energy,0.10351000000000002,4,5,0.8,10,0.34,0.12000000000000004,0.7040000000000001,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-09,2020-01-10,Financials,0.26152933333333334,5,5,1.0,11,0.30578512396694213,0.13223140495867763,0.8677685950413223,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-09,2020-01-10,Healthcare,0.15904444444444446,3,5,0.6,8,0.40625,0.10937500000000001,0.5343749999999999,2,0.6666666666666666,drop_from_daily_mean_and_report_coverage
2020-01-09,2020-01-10,Industrials,0.033716666666666666,5,5,1.0,9,0.2345679012345679,0.043209876543209846,0.9567901234567902,3,0.6,drop_from_daily_mean_and_report_coverage
2020-01-09,2020-01-10,Materials,0.04242222222222222,3,5,0.6,6,0.3888888888888889,0.08333333333333336,0.5499999999999999,2,0.6666666666666666,drop_from_daily_mean_and_report_coverage
2020-01-09,2020-01-10,RealEstate,0.0,1,5,0.2,1,1.0,1.0,0.0,1,1.0,drop_from_daily_mean_and_report_coverage
2020-01-09,2020-01-10,Tech,0.09154333333333334,5,5,1.0,17,0.25951557093425603,0.07439446366782003,0.92560553633218,2,0.4,drop_from_daily_mean_and_report_coverage
2020-01-09,2020-01-10,Utilities,0.074,4,5,0.8,5,0.28,0.040000000000000036,0.768,3,0.75,drop_from_daily_mean_and_report_coverage
2020-01-10,2020-01-13,Comm,0.03584583333333334,4,5,0.8,8,0.28125,0.041666666666666664,0.7666666666666667,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-10,2020-01-13,Consumer,0.004144000000000004,5,5,1.0,15,0.26222222222222225,0.07777777777777779,0.9222222222222222,2,0.4,drop_from_daily_mean_and_report_coverage
2020-01-10,2020-01-13,Energy,0.07396200000000001,5,5,1.0,15,0.23555555555555555,0.04444444444444442,0.9555555555555556,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-10,2020-01-13,Financials,0.21935833333333332,3,5,0.6,7,0.42857142857142855,0.14285714285714282,0.5142857142857143,1,0.3333333333333333,drop_from_daily_mean_and_report_coverage
2020-01-10,2020-01-13,Healthcare,0.24778000000000003,5,5,1.0,12,0.2222222222222222,0.02777777777777775,0.9722222222222222,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-10,2020-01-13,Industrials,0.09254999999999998,3,5,0.6,8,0.375,0.06250000000000001,0.5625,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-10,2020-01-13,Materials,-0.10715,4,5,0.8,4,0.25,0.0,0.8,2,0.5,drop_from_daily_mean_and_report_coverage
2020-01-10,2020-01-13,RealEstate,-0.08412,5,5,1.0,6,0.2222222222222222,0.02777777777777775,0.9722222222222222,2,0.4,drop_from_daily_mean_and_report_coverage
2020-01-10,2020-01-13,Tech,0.30686583333333334,4,5,0.8,21,0.25623582766439906,0.008314436885865417,0.7933484504913078,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-10,2020-01-13,Utilities,0.15612083333333332,4,5,0.8,7,0.30612244897959184,0.07482993197278913,0.7401360544217688,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-13,2020-01-14,Comm,0.0015479166666666697,2,5,0.4,14,0.510204081632653,0.020408163265305923,0.39183673469387764,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-13,2020-01-14,Consumer,0.08908528571428571,5,5,1.0,29,0.3055885850178359,0.13198573127229488,0.8680142687277052,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-13,2020-01-14,Energy,0.13454349999999998,5,5,1.0,19,0.29639889196675895,0.12049861495844867,0.8795013850415513,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-13,2020-01-14,Financials,0.19619,5,5,1.0,33,0.26905417814508725,0.08631772268135905,0.9136822773186409,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-13,2020-01-14,Healthcare,0.13385750000000002,5,5,1.0,24,0.2222222222222222,0.02777777777777775,0.9722222222222222,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-13,2020-01-14,Industrials,0.07404583333333334,4,5,0.8,10,0.42000000000000004,0.2266666666666667,0.6186666666666667,2,0.5,drop_from_daily_mean_and_report_coverage
2020-01-13,2020-01-14,Materials,0.32985,2,5,0.4,4,0.625,0.25,0.30000000000000004,1,0.5,drop_from_daily_mean_and_report_coverage
2020-01-13,2020-01-14,RealEstate,0.2394666666666667,1,5,0.2,3,1.0,1.0,0.0,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-13,2020-01-14,Tech,0.20091574999999998,5,5,1.0,39,0.284681130834977,0.10585141354372121,0.8941485864562788,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-13,2020-01-14,Utilities,0.006599999999999999,4,5,0.8,6,0.33333333333333337,0.11111111111111116,0.7111111111111111,3,0.75,drop_from_daily_mean_and_report_coverage
2020-01-14,2020-01-15,Comm,0.0863,2,5,0.4,4,0.625,0.25,0.30000000000000004,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-14,2020-01-15,Consumer,0.042910000000000004,5,5,1.0,19,0.4349030470914127,0.29362880886426584,0.7063711911357342,4,0.8,drop_from_daily_mean_and_report_coverage
2020-01-14,2020-01-15,Energy,0.2138183333333333,5,5,1.0,23,0.21361058601134214,0.017013232514177662,0.9829867674858224,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-14,2020-01-15,Financials,0.035565476190476196,5,5,1.0,38,0.36703601108033246,0.20879501385041555,0.7912049861495845,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-14,2020-01-15,Healthcare,0.32362499999999994,4,5,0.8,9,0.2839506172839506,0.04526748971193414,0.7637860082304527,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-14,2020-01-15,Industrials,0.14943833333333334,3,5,0.6,10,0.42000000000000004,0.13000000000000006,0.5219999999999999,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-14,2020-01-15,Materials,0.041999999999999996,2,5,0.4,4,0.5,0.0,0.4,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-14,2020-01-15,RealEstate,0.148,1,5,0.2,2,1.0,1.0,0.0,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-14,2020-01-15,Tech,0.22985333333333333,3,5,0.6,12,0.37500000000000006,0.0625000000000001,0.5624999999999999,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-14,2020-01-15,Utilities,0.2927166666666667,3,5,0.6,5,0.3600000000000001,0.04000000000000017,0.5759999999999998,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-15,2020-01-16,Comm,0.0006972222222222194,3,5,0.6,9,0.35802469135802467,0.03703703703703703,0.5777777777777778,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-15,2020-01-16,Consumer,0.11932547619047619,4,5,0.8,27,0.3936899862825789,0.19158664837677186,0.6467306812985826,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-15,2020-01-16,Energy,0.08600666666666665,5,5,1.0,13,0.21893491124260359,0.02366863905325447,0.9763313609467456,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-15,2020-01-16,Financials,0.06089596825396826,5,5,1.0,36,0.2638888888888889,0.0798611111111111,0.9201388888888888,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-15,2020-01-16,Healthcare,0.22993333333333332,3,5,0.6,12,0.3333333333333333,0.0,0.6,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-15,2020-01-16,Industrials,-0.09173124999999997,4,5,0.8,10,0.28,0.040000000000000036,0.768,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-15,2020-01-16,Materials,0.17298333333333335,2,5,0.4,4,0.625,0.25,0.30000000000000004,1,0.5,drop_from_daily_mean_and_report_coverage
2020-01-15,2020-01-16,RealEstate,0.0252875,2,5,0.4,7,0.510204081632653,0.020408163265305923,0.39183673469387764,1,0.5,drop_from_daily_mean_and_report_coverage
2020-01-15,2020-01-16,Tech,0.018463666666666666,5,5,1.0,24,0.3298611111111111,0.16232638888888887,0.8376736111111112,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-15,2020-01-16,Utilities,0.11571250000000001,4,5,0.8,10,0.42,0.22666666666666666,0.6186666666666667,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-16,2020-01-17,Comm,0.1423625,4,5,0.8,17,0.3079584775086506,0.0772779700115341,0.7381776239907727,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-16,2020-01-17,Consumer,0.22151928571428572,4,5,0.8,19,0.4182825484764542,0.22437673130193891,0.6204986149584489,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-16,2020-01-17,Energy,0.17142380952380953,3,5,0.6,13,0.44378698224852065,0.16568047337278097,0.5005917159763313,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-16,2020-01-17,Financials,0.14342895726495727,5,5,1.0,46,0.37807183364839314,0.2225897920604914,0.7774102079395087,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-16,2020-01-17,Healthcare,0.12518125000000002,4,5,0.8,8,0.34375,0.125,0.7000000000000001,2,0.5,drop_from_daily_mean_and_report_coverage
2020-01-16,2020-01-17,Industrials,0.2856666666666667,2,5,0.4,4,0.625,0.25,0.30000000000000004,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-16,2020-01-17,Materials,0.1101,4,5,0.8,4,0.25,0.0,0.8,3,0.75,drop_from_daily_mean_and_report_coverage
2020-01-16,2020-01-17,RealEstate,0.24766666666666667,3,5,0.6,3,0.3333333333333333,0.0,0.6,1,0.3333333333333333,drop_from_daily_mean_and_report_coverage
2020-01-16,2020-01-17,Tech,0.22213055555555555,4,5,0.8,19,0.3462603878116343,0.12834718374884577,0.6973222530009234,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-16,2020-01-17,Utilities,0.15306041666666667,4,5,0.8,11,0.2727272727272727,0.030303030303030276,0.7757575757575759,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-17,2020-01-21,Comm,0.0634,3,5,0.6,8,0.46875,0.203125,0.47812499999999997,2,0.6666666666666666,drop_from_daily_mean_and_report_coverage
2020-01-17,2020-01-21,Consumer,0.08010533333333332,5,5,1.0,23,0.2551984877126654,0.06899810964083174,0.9310018903591682,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-17,2020-01-21,Energy,0.14109055555555555,4,5,0.8,31,0.404786680541103,0.20638224072147068,0.6348942074228234,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-17,2020-01-21,Financials,0.11717999999999999,5,5,1.0,17,0.397923875432526,0.24740484429065748,0.7525951557093425,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-17,2020-01-21,Healthcare,0.20040555555555553,3,5,0.6,11,0.40495867768595034,0.10743801652892553,0.5355371900826447,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-17,2020-01-21,Industrials,0.23608333333333334,4,5,0.8,12,0.3472222222222222,0.12962962962962962,0.6962962962962963,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-17,2020-01-21,Materials,0.31393333333333334,3,5,0.6,5,0.3600000000000001,0.04000000000000017,0.5759999999999998,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-17,2020-01-21,RealEstate,0.18714999999999998,2,5,0.4,3,0.5555555555555556,0.11111111111111116,0.35555555555555557,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-17,2020-01-21,Tech,0.07141555777555778,5,5,1.0,38,0.25207756232686984,0.06509695290858729,0.9349030470914127,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-17,2020-01-21,Utilities,0.15105022222222222,5,5,1.0,17,0.3771626297577855,0.2214532871972318,0.7785467128027682,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-21,2020-01-22,Comm,-0.027549999999999998,4,5,0.8,19,0.4570637119113573,0.2760849492151431,0.5791320406278855,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-21,2020-01-22,Consumer,0.07009310606060606,5,5,1.0,51,0.45713187235678593,0.3214148404459824,0.6785851595540175,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-21,2020-01-22,Energy,0.13746714285714287,4,5,0.8,28,0.33418367346938777,0.11224489795918369,0.7102040816326531,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-21,2020-01-22,Financials,0.19930555555555557,5,5,1.0,29,0.2294887039239001,0.036860879904875125,0.9631391200951249,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-21,2020-01-22,Healthcare,0.09057404761904761,5,5,1.0,21,0.24716553287981857,0.0589569160997732,0.9410430839002268,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-21,2020-01-22,Industrials,0.1046862857142857,5,5,1.0,16,0.3125,0.14062499999999997,0.859375,2,0.4,drop_from_daily_mean_and_report_coverage
2020-01-21,2020-01-22,Materials,0.012607499999999997,4,5,0.8,11,0.30578512396694213,0.07438016528925617,0.7404958677685951,2,0.5,drop_from_daily_mean_and_report_coverage
2020-01-21,2020-01-22,RealEstate,0.08384444444444444,3,5,0.6,7,0.3877551020408163,0.08163265306122448,0.5510204081632653,2,0.6666666666666666,drop_from_daily_mean_and_report_coverage
2020-01-21,2020-01-22,Tech,0.017946666666666677,5,5,1.0,44,0.49483471074380164,0.36854338842975204,0.631456611570248,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-21,2020-01-22,Utilities,0.17614000000000002,5,5,1.0,15,0.35111111111111115,0.1888888888888889,0.8111111111111111,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-22,2020-01-23,Comm,0.18275,3,5,0.6,4,0.375,0.06250000000000001,0.5625,2,0.6666666666666666,drop_from_daily_mean_and_report_coverage
2020-01-22,2020-01-23,Consumer,0.08442657142857143,5,5,1.0,32,0.310546875,0.13818359374999997,0.86181640625,2,0.4,drop_from_daily_mean_and_report_coverage
2020-01-22,2020-01-23,Energy,0.11271666666666667,4,5,0.8,11,0.2892561983471074,0.052341597796143224,0.7581267217630855,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-22,2020-01-23,Financials,0.02551666666666667,3,5,0.6,4,0.375,0.06250000000000001,0.5625,2,0.6666666666666666,drop_from_daily_mean_and_report_coverage
2020-01-22,2020-01-23,Healthcare,0.07055520833333334,4,5,0.8,13,0.4437869822485207,0.2583826429980276,0.5932938856015779,2,0.5,drop_from_daily_mean_and_report_coverage
2020-01-22,2020-01-23,Industrials,-0.023519047619047617,3,5,0.6,12,0.45833333333333337,0.18750000000000006,0.4875,1,0.3333333333333333,drop_from_daily_mean_and_report_coverage
2020-01-22,2020-01-23,Materials,-0.09866666666666667,3,5,0.6,4,0.375,0.06250000000000001,0.5625,2,0.6666666666666666,drop_from_daily_mean_and_report_coverage
2020-01-22,2020-01-23,RealEstate,0.017166666666666667,3,5,0.6,7,0.42857142857142855,0.14285714285714282,0.5142857142857143,2,0.6666666666666666,drop_from_daily_mean_and_report_coverage
2020-01-22,2020-01-23,Tech,0.185395,4,5,0.8,14,0.5408163265306122,0.38775510204081626,0.489795918367347,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-22,2020-01-23,Utilities,0.132628125,4,5,0.8,18,0.30246913580246915,0.06995884773662553,0.7440329218106996,1,0.25,drop_from_daily_mean_and_report_coverage
2020-01-23,2020-01-24,Comm,0.17530257142857142,5,5,1.0,22,0.46280991735537186,0.3285123966942148,0.6714876033057853,2,0.4,drop_from_daily_mean_and_report_coverage
2020-01-23,2020-01-24,Consumer,0.12958566666666665,5,5,1.0,22,0.2933884297520661,0.11673553719008259,0.8832644628099174,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-23,2020-01-24,Energy,0.06157333333333333,5,5,1.0,17,0.2525951557093426,0.06574394463667824,0.9342560553633218,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-23,2020-01-24,Financials,0.032470000000000006,5,5,1.0,14,0.2857142857142857,0.10714285714285711,0.8928571428571429,3,0.6,drop_from_daily_mean_and_report_coverage
2020-01-23,2020-01-24,Healthcare,0.020309999999999998,5,5,1.0,20,0.28500000000000003,0.10625000000000002,0.8937499999999999,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-23,2020-01-24,Industrials,0.03699404761904762,4,5,0.8,14,0.3469387755102041,0.1292517006802721,0.6965986394557824,2,0.5,drop_from_daily_mean_and_report_coverage
2020-01-23,2020-01-24,Materials,0.09407,5,5,1.0,9,0.2839506172839506,0.10493827160493824,0.8950617283950617,2,0.4,drop_from_daily_mean_and_report_coverage
2020-01-23,2020-01-24,RealEstate,0.314,3,5,0.6,4,0.375,0.06250000000000001,0.5625,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-23,2020-01-24,Tech,0.03489592592592593,5,5,1.0,36,0.5802469135802469,0.47530864197530864,0.5246913580246914,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-23,2020-01-24,Utilities,-0.035124999999999997,4,5,0.8,8,0.28125,0.041666666666666664,0.7666666666666667,3,0.75,drop_from_daily_mean_and_report_coverage
2020-01-24,2020-01-27,Comm,0.13886280303030302,4,5,0.8,24,0.32291666666666663,0.09722222222222217,0.7222222222222223,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-24,2020-01-27,Consumer,0.07866423076923076,5,5,1.0,23,0.3761814744801512,0.220226843100189,0.779773156899811,3,0.6,drop_from_daily_mean_and_report_coverage
2020-01-24,2020-01-27,Energy,0.18136166666666667,5,5,1.0,14,0.21428571428571425,0.017857142857142794,0.9821428571428572,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-24,2020-01-27,Financials,-0.044199999999999996,3,5,0.6,6,0.3333333333333333,0.0,0.6,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-24,2020-01-27,Healthcare,0.2246453333333333,5,5,1.0,14,0.24489795918367346,0.056122448979591816,0.9438775510204082,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-24,2020-01-27,Industrials,0.08224222222222223,3,5,0.6,11,0.3553719008264462,0.03305785123966933,0.5801652892561984,1,0.3333333333333333,drop_from_daily_mean_and_report_coverage
2020-01-24,2020-01-27,Materials,0.14948,3,5,0.6,11,0.42148760330578505,0.13223140495867758,0.5206611570247934,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-24,2020-01-27,RealEstate,0.0903,2,5,0.4,5,0.52,0.040000000000000036,0.384,1,0.5,drop_from_daily_mean_and_report_coverage
2020-01-24,2020-01-27,Tech,0.06600430107526882,5,5,1.0,46,0.4924385633270321,0.36554820415879014,0.6344517958412099,2,0.4,drop_from_daily_mean_and_report_coverage
2020-01-24,2020-01-27,Utilities,0.19892800000000002,5,5,1.0,28,0.4183673469387755,0.27295918367346933,0.7270408163265307,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-27,2020-01-28,Comm,-0.0454159090909091,4,5,0.8,20,0.39000000000000007,0.18666666666666676,0.6506666666666666,2,0.5,drop_from_daily_mean_and_report_coverage
2020-01-27,2020-01-28,Consumer,0.03644111111111111,5,5,1.0,42,0.29705215419501135,0.12131519274376418,0.8786848072562359,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-27,2020-01-28,Energy,0.04191166666666666,5,5,1.0,22,0.256198347107438,0.07024793388429748,0.9297520661157025,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-27,2020-01-28,Financials,-0.05713333333333332,3,5,0.6,5,0.44000000000000006,0.1600000000000001,0.5039999999999999,1,0.3333333333333333,drop_from_daily_mean_and_report_coverage
2020-01-27,2020-01-28,Healthcare,0.2709377777777778,5,5,1.0,23,0.2627599243856333,0.07844990548204159,0.9215500945179584,0,0.0,drop_from_daily_mean_and_report_coverage
2020-01-27,2020-01-28,Industrials,0.06335666666666666,5,5,1.0,18,0.2654320987654321,0.08179012345679013,0.9182098765432098,1,0.2,drop_from_daily_mean_and_report_coverage
2020-01-27,2020-01-28,Materials,-0.0018416666666666685,4,5,0.8,14,0.336734693877551,0.11564625850340134,0.7074829931972789,2,0.5,drop_from_daily_mean_and_report_coverage
2020-01-27,2020-01-28,RealEstate,0.08510000000000001,3,5,0.6,6,0.3888888888888889,0.08333333333333336,0.5499999999999999,2,0.6666666666666666,drop_from_daily_mean_and_report_coverage
2020-01-27,2020-01-28,Tech,-0.17687049999999999,5,5,1.0,31,0.3257023933402706,0.15712799167533825,0.8428720083246617,1,0.2,drop_from_daily_mean_and_report_coverage
